
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005096                       # Number of seconds simulated (Second)
simTicks                                   5096408000                       # Number of ticks simulated (Tick)
finalTick                                  5096408000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     24.95                       # Real time elapsed on the host (Second)
hostTickRate                                204287186                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1211220                       # Number of bytes of host memory used (Byte)
simInsts                                      9175570                       # Number of instructions simulated (Count)
simOps                                        9472360                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   367797                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     379693                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          5096410                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.555433                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.800399                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        12052355                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    15099                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       11357492                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  19568                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2595093                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1355827                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2032                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             5010062                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.266936                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.122960                       # Number of insts issued each cycle (Count)
system.mem_ctrl.dram.perBankRdBursts::3           180                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4           254                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5           216                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6           347                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7           256                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8           265                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9           187                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10          128                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11          179                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12          217                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::13          159                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::14          259                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::15          284                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::16          260                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::17          240                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::18          271                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::19          281                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::20          310                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::21          199                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::22           92                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::23          179                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::24          246                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::25          172                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::26          164                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::27          130                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::28          142                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::29           69                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::30           37                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::31           47                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::0             0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::1             0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::2             0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::3             0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::4             0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::5             1                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::6             3                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::7            36                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::8            68                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::9            16                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::10            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::11            6                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::12           21                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::13            4                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::14            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::15            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::16            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::17            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::18            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::19            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::20            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::21            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::22            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::23            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::24            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::25            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::26            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::27            0                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::28            0                       # Per bank write bursts (Count)
