
---------- Begin Simulation Statistics ----------
simSeconds                                   0.351829                       # Number of seconds simulated (Second)
simTicks                                 351828847000                       # Number of ticks simulated (Tick)
finalTick                                351828847000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1370.98                       # Real time elapsed on the host (Second)
hostTickRate                                256625142                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1212636                       # Number of bytes of host memory used (Byte)
simInsts                                    494267922                       # Number of instructions simulated (Count)
simOps                                      495717421                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   360521                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     361578                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        351828849                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.711818                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.404853                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       574490619                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  3259259                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      553745321                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  91059                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             82032456                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          44190982                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4777                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           351752684                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.574246                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.945054                       # Number of insts issued each cycle (Count)
system.mem_ctrl.requestorReadTotalLat::cpu.data  62221789792                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorWriteTotalLat::writebacks 19761926630550                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     27496.92                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     37585.03                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::writebacks  15194714.53                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst        99584                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data    105951616                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total       106051200                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst        99584                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total        99584                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::writebacks     83237056                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total     83237056                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst          1556                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data       1655494                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total          1657050                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::writebacks      1300579                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total         1300579                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst          283047                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data       301145335                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total          301428382                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst       283047                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total         283047                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::writebacks    236583943                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total         236583943                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::writebacks    236583943                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst         283047                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data      301145335                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total         538012325                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts               1656651                       # Number of DRAM read bursts (Count)
system.mem_ctrl.dram.writeBursts              1300521                       # Number of DRAM write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::0         51716                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::1         51723                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::2         51762                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::3         51693                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4         52001                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5         51962                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6         52029                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7         52051                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8         51749                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9         51562                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10        51494                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11        51553                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12        51778                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::13        51461                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::14        51707                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::15        51976                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::16        51976                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::17        51925                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::18        52063                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::19        51793                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::20        51799                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::21        51856                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::22        51797                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::23        51771                       # Per bank write bursts (Count)
